square_id,value_mean,value_std,value_min,value_max,hour_count,avg_values_count,value_range,value_cv,cluster
1,0.2735532762539557,0.14508433647010996,0.0295511396254388,0.4658627408092532,24,3.6002072344988005,0.4363116011838144,0.5303695808615342,1
2,0.27739369866279656,0.14750090684369838,0.0297805695962994,0.473517562752644,24,3.6002072344988005,0.44373699315634463,0.5317384913743207,1
3,0.2868902455058539,0.1483849445890173,0.0325268544511021,0.4816658178887409,24,3.6045346908682174,0.4491389634376388,0.5172185074727107,1
4,0.2624294235261087,0.1381062888289573,0.0288865915795436,0.4436904110779851,24,3.6002072344988005,0.41480381949844153,0.5262606874385689,1
5,0.24174773122920487,0.1292208248837077,0.0248007665253295,0.4125507100504608,24,3.5955485187703378,0.3877499435251313,0.5345275598933806,1
6,0.2868902455058539,0.1483849445890173,0.0325268544511021,0.4816658178887409,24,3.6045346908682174,0.4491389634376388,0.5172185074727107,1
7,0.2868902455058539,0.1483849445890173,0.0325268544511021,0.4816658178887409,24,3.6045346908682174,0.4491389634376388,0.5172185074727107,1
8,0.2868902455058539,0.1483849445890173,0.0325268544511021,0.4816658178887409,24,3.6045346908682174,0.4491389634376388,0.5172185074727107,1
9,0.2868902455058539,0.1483849445890173,0.0325268544511021,0.4816658178887409,24,3.6045346908682174,0.4491389634376388,0.5172185074727107,1
10,0.20799579069883564,0.11765968619797665,0.0205720145097517,0.3643400536090011,24,3.599852275338998,0.3437680390992494,0.5656830160007431,1
11,0.12972901973299886,0.07330980179328139,0.021373999705532,0.2308857869016173,24,3.6371059559709304,0.2095117871960853,0.5650994815513414,1
12,0.08006982177724176,0.042787383708928144,0.0142401262286054,0.1432568063687826,24,3.709942037762076,0.1290166801401772,0.5343759079165279,1
13,0.038100939623366865,0.023091492698670703,0.0042755009392077,0.0770362755175365,24,3.7778378270641295,0.0727607745783288,0.6060609771552447,1
14,0.061135621137344553,0.031153945474816466,0.0144874917736727,0.1151990553594268,24,3.756270477521413,0.1007115635857541,0.5095874531940618,1
15,0.07587933319500795,0.02814981532203518,0.0242320960954853,0.1155673798351497,24,3.803389339219494,0.0913352837396644,0.3709813217479241,1
16,0.07137938882133017,0.0349927242909526,0.0140878258189092,0.1160104667375556,24,3.694581834748037,0.1019226409186464,0.4902356950483693,1
17,0.09333758641581964,0.03582082293197484,0.0284611544980929,0.1420830251330511,24,3.7708760954242866,0.1136218706349582,0.3837770431773627,1
18,0.09334153820669754,0.03582380463851504,0.0284611544980929,0.1420884958508577,24,3.7708760954242866,0.1136273413527648,0.3837927392966894,1
19,0.09371423361930775,0.03610550725894838,0.0284611544980929,0.1426044420365736,24,3.7708760954242866,0.1141432875384807,0.3852723952864897,1
20,0.09387502315724476,0.03622734027954703,0.0284611544980929,0.1428270333161942,24,3.7708760954242866,0.1143658788181013,0.3859103205638059,1
21,0.09280959968435955,0.03651722864058685,0.0294970365597908,0.1426729480998753,24,3.738539071216943,0.1131759115400845,0.3934639171462864,1
22,0.09548575737170888,0.03774266249705276,0.030667200073713,0.1471605843423403,24,3.734605505189125,0.1164933842686273,0.39527007520218294,1
23,0.08872142412639313,0.039769598622004264,0.0256881730033112,0.1358146315294002,24,3.6174201839242457,0.11012645852608902,0.4482524825722841,1
24,0.11950725124710741,0.06389979547160723,0.0201829640289888,0.2109009079743059,24,3.6174201839242457,0.1907179439453171,0.5346938767713802,1
25,0.12644574102669404,0.06242394343678417,0.0309910348979234,0.2186753493730153,24,3.698758900984172,0.1876843144750919,0.49368166084459747,1
26,0.12644574102669404,0.06242394343678417,0.0309910348979234,0.2186753493730153,24,3.698758900984172,0.1876843144750919,0.49368166084459747,1
27,0.1184931839027928,0.067422206496804,0.014253410800584,0.212405381673774,24,3.65403353609198,0.19815197087319,0.568996496474553,1
28,0.12091173422133256,0.06937281650709724,0.0141948396093249,0.2116808280028064,24,3.6535187426754105,0.1974859883934815,0.5737475932659126,1
29,0.12402937007240662,0.06396121474162504,0.0188223200000699,0.1999540903776914,24,3.60095513622235,0.18113177037762151,0.5156941029716218,1
30,0.12194389594654459,0.060670653598038256,0.0197504159770104,0.1910123018955413,24,3.60095513622235,0.1712618859185309,0.4975292377458064,1
31,0.12798304911820088,0.062117896423926296,0.0230098692345428,0.2033551352181097,24,3.649897657518507,0.1803452659835669,0.48536034148206825,1
32,0.14292909418608118,0.07747176371043187,0.0232932679908431,0.2451886433784622,24,3.7022418341442758,0.22189537538761908,0.5420293478497136,1
33,0.17344023009541587,0.09779572424831035,0.0142885966635354,0.3079738112129843,24,3.7049084563678716,0.2936852145494489,0.5638583631635481,1
34,0.1628785157017192,0.08566492436627687,0.0200442741538114,0.2766922724982466,24,3.701927368100692,0.25664799834443525,0.5259436703313024,1
35,0.20280661479954207,0.07875108655010953,0.0802286493845971,0.3196069152451916,24,3.9237497482431105,0.23937826586059446,0.3883063016852217,0
36,0.20280661479954207,0.07875108655010953,0.0802286493845971,0.3196069152451916,24,3.9237497482431105,0.23937826586059446,0.3883063016852217,0
37,0.20280661479954207,0.07875108655010953,0.0802286493845971,0.3196069152451916,24,3.9237497482431105,0.23937826586059446,0.3883063016852217,0
38,0.20280661479954207,0.07875108655010953,0.0802286493845971,0.3196069152451916,24,3.9237497482431105,0.23937826586059446,0.3883063016852217,0
39,0.20596086744995254,0.09773802982882439,0.0390227865465917,0.3237257302485515,24,3.8394331308709426,0.2847029437019598,0.4745466021722512,0
40,0.17321771912807352,0.09410909913401252,0.021961597540981,0.2952575066548455,24,3.7245147432330707,0.27329590911386453,0.5432994938839383,1
41,0.22645904769440897,0.11192683370042618,0.0468166656294007,0.3662935330370935,24,3.641197475891327,0.3194768674076928,0.4942475685558115,1
42,0.23900151811322726,0.11786742477553247,0.0422901797205462,0.4181699166806606,24,3.7337876356612294,0.3758797369601144,0.4931660087602148,1
43,0.2265504575425822,0.09387015833649333,0.0609935047888032,0.3450364502092552,24,3.7792631283634694,0.284042945420452,0.41434548115555925,1
44,0.20250725954965124,0.08078610980941897,0.0609935047888032,0.3176801993674918,24,3.9213216453039994,0.2566866945786886,0.39892945067291097,0
45,0.20250725954965124,0.08078610980941897,0.0609935047888032,0.3176801993674918,24,3.9213216453039994,0.2566866945786886,0.39892945067291097,0
46,0.20250725954965124,0.08078610980941897,0.0609935047888032,0.3176801993674918,24,3.9213216453039994,0.2566866945786886,0.39892945067291097,0
47,1.0306895792982689,0.6010916152484538,0.1044867871003615,2.010782447396592,24,3.7416696920924433,1.9062956602962307,0.583193647555551,1
48,1.6157276214942582,0.9274021032571113,0.1889442182120307,3.0654559566214914,24,3.7014087758512235,2.8765117384094605,0.5739841857747228,4
49,0.6962540409381858,0.3876055653454711,0.0865434261315284,1.1687054316356975,24,3.6905638192457744,1.0821620055041692,0.5567013511665682,1
50,0.3286749045787402,0.17210777374799235,0.03917559793671,0.5380061354795268,24,3.7725661029703583,0.4988305375428168,0.5236413591374778,1
51,0.24242331574518006,0.12918297909599982,0.0176526776740968,0.4341850872929493,24,3.7032060788393952,0.4165324096188525,0.5328818257390256,1
52,0.265361355090517,0.1425431866216178,0.0208680717663258,0.4730882135058539,24,3.7032060788393952,0.45222014173952807,0.5371663352148436,1
53,0.24422532221327883,0.13017016184897745,0.0170896036904728,0.4364488548823335,24,3.7032060788393952,0.4193592511918607,0.5329920774361863,1
54,0.2621747568600173,0.13973136572163247,0.0268580193554414,0.4900306077602959,24,3.7364909952659,0.4631725884048545,0.5329703263393856,1
55,0.21915459502884826,0.11268170331007818,0.0279333502302176,0.4267528657083135,24,3.753955551183578,0.3988195154780959,0.5141653694062194,1
56,0.21498744012709947,0.11367024765523887,0.0378558730658752,0.3958164862643117,24,3.786975680919886,0.35796061319843653,0.5287297136429812,1
57,0.19587567139704135,0.1021194322242485,0.0278607293628156,0.3284639025807939,24,3.9447257917051446,0.3006031732179783,0.5213482179583788,0
58,0.2415809370733645,0.1287930346969897,0.0336457311602692,0.4035417634196476,24,3.9480036666959815,0.3698960322593784,0.5331258180270954,0
59,0.22977386832364557,0.11789837038051873,0.0376463526513752,0.3691629848783618,24,3.8120084553326503,0.3315166322269866,0.5131060866088315,0
60,0.2078650691348238,0.09202780998787763,0.0460590864152226,0.3362466109131973,24,3.787766059460086,0.2901875244979747,0.4427285949049346,1
61,0.16975796145157707,0.07155351163195263,0.0512499083496509,0.3229286715092944,24,3.867096032737173,0.27167876315964345,0.42150312727667294,0
62,0.16975796145157707,0.07155351163195263,0.0512499083496509,0.3229286715092944,24,3.867096032737173,0.27167876315964345,0.42150312727667294,0
63,0.16126949469838256,0.08346584323298945,0.0357565233172899,0.3193395501351981,24,3.8114465459358793,0.2835830268179082,0.5175550614150126,0
64,0.28320573239340596,0.15699073953444725,0.0497773764041394,0.5361919755474008,24,3.763920709314523,0.48641459914326146,0.5543346111242152,1
65,0.39820220964389597,0.21614204594504435,0.0909863757401615,0.7486507577223397,24,3.713115728702826,0.6576643819821781,0.5427946925215099,1
66,0.39664002987033786,0.21516512723287043,0.0943544495092208,0.7513802995033696,24,3.713115728702826,0.6570258499941488,0.5424695215538587,1
67,0.38335987134686395,0.21378531803917844,0.0850329824610047,0.7386904518200436,24,3.7760978181104754,0.6536574693590389,0.5576622229345062,1
68,0.40437405271244947,0.22934008848148657,0.0400585906263973,0.715716240470862,24,3.836337103066762,0.6756576498444647,0.5671483789405508,0
69,0.34566940462625745,0.19595650799400044,0.0520354238980273,0.5828154230616952,24,3.82691966112504,0.5307799991636679,0.5668899398425826,0
70,0.27628541831650505,0.15533902105488442,0.0429385490335039,0.5059008599724875,24,3.7513830213028005,0.46296231093898355,0.5622411128369151,1
71,0.24164076856048156,0.14482003090892803,0.0223989786143542,0.4499248955299085,24,3.862466468065262,0.4275259169155543,0.5993195261365023,0
72,0.23157345312739394,0.13519611668427847,0.0371778356944824,0.4420887832018692,24,3.862466468065262,0.40491094750738676,0.5838152640488715,0
73,0.2613730421033644,0.1455636295467005,0.0560495242636021,0.4992083622128919,24,3.800992987885739,0.4431588379492898,0.5569190624071128,1
74,0.2733445994317993,0.14205525152107096,0.065088415697099,0.5044093954271285,24,3.828740787700886,0.4393209797300295,0.5196929144250915,0
75,0.2749959583855322,0.14311765073823488,0.065088415697099,0.5070454878897411,24,3.828740787700886,0.44195707219264213,0.5204354695918485,0
76,0.2749959583855322,0.14311765073823488,0.065088415697099,0.5070454878897411,24,3.828740787700886,0.44195707219264213,0.5204354695918485,0
77,0.2749959583855322,0.14311765073823488,0.065088415697099,0.5070454878897411,24,3.828740787700886,0.44195707219264213,0.5204354695918485,0
78,0.2749959583855322,0.14311765073823488,0.065088415697099,0.5070454878897411,24,3.828740787700886,0.44195707219264213,0.5204354695918485,0
79,0.2749959583855322,0.14311765073823485,0.065088415697099,0.5070454878897411,24,3.828740787700886,0.44195707219264213,0.5204354695918484,0
80,0.2385077271034656,0.13597329433378594,0.0444726688292571,0.4544277675765731,24,3.810772259824702,0.409955098747316,0.5701001639867214,0
81,0.16232554535766977,0.09663770459952502,0.0253279254261767,0.2981970846244632,24,3.8065736648595636,0.2728691591982865,0.5953326963207948,1
82,0.10315891723275006,0.05728097746871145,0.0197002926744655,0.1894287891419291,24,3.825935324820273,0.1697284964674636,0.5552692777830587,0
83,0.10890160196345507,0.05278785504156204,0.0267208180431457,0.1823547769376149,24,3.845816054328512,0.1556339588944692,0.48472983032220646,0
84,0.10890160196345507,0.05278785504156204,0.0267208180431457,0.1823547769376149,24,3.845816054328512,0.1556339588944692,0.48472983032220646,0
85,0.10890160196345507,0.05278785504156204,0.0267208180431457,0.1823547769376149,24,3.845816054328512,0.1556339588944692,0.48472983032220646,0
86,0.08151493660130756,0.041142052599105625,0.0227693324534328,0.1380353824389627,24,3.8198573312789468,0.11526604998552992,0.5047179610815729,0
87,0.03986512928826943,0.021039081851475534,0.0038833523175541,0.0829638045498405,24,3.8268840349399027,0.0790804522322864,0.5277565187193917,0
88,0.06326933068737471,0.02345474009071395,0.0177515922731686,0.1070094192131262,24,3.852403558386426,0.08925782693995761,0.3707126317900863,0
89,0.06326933068737471,0.02345474009071395,0.0177515922731686,0.1070094192131262,24,3.852403558386426,0.08925782693995761,0.3707126317900863,0
90,0.06326933068737471,0.02345474009071395,0.0177515922731686,0.1070094192131262,24,3.852403558386426,0.08925782693995761,0.3707126317900863,0
91,0.08006834951117685,0.038659627633564835,0.0184752977223835,0.1455314222646674,24,3.8177125700748533,0.1270561245422839,0.48283282807232447,0
92,0.13811971102975348,0.06568699457536538,0.0403349989715037,0.2573581920024083,24,3.827959998670874,0.2170231930309046,0.47558016220592303,0
93,0.14703722432407035,0.07230806089410922,0.05181552320916,0.2705828879197556,24,3.7754544065195574,0.2187673647105956,0.4917670421657451,1
